production_budget_usd,worldwide_gross_usd
19500000.00,29393634.00
375000.00,29400000.00
45000000.00,29406132.00
10000000.00,29500000.00
38000000.00,29544532.00
25000000.00,29548291.00
12000000.00,29549145.00
7500000.00,29652736.00
80000000.00,29725663.00
47000000.00,29781453.00
24000000.00,29823162.00
11400000.00,29830239.00
20000000.00,29843245.00
25000000.00,29863840.00
20000000.00,29870801.00
35000000.00,29882645.00
35000000.00,29890402.00
18000000.00,29934477.00
8000000.00,29937909.00
32000000.00,29948322.00
114000.00,30000000.00
8250000.00,30022000.00
10000000.00,30050028.00
22000000.00,30051905.00
60000000.00,30063805.00
58000000.00,30118557.00
15000000.00,30138912.00
10000000.00,30143795.00
20000000.00,30163785.00
40000000.00,30199105.00
20500000.00,30241435.00
15000000.00,30261293.00
8500000.00,30298347.00
35000000.00,30307804.00
17000000.00,30331165.00
5000000.00,30332385.00
1500000.00,30351664.00
7000000.00,30360570.00
60000000.00,30396134.00
20000000.00,30399714.00
3000000.00,30438635.00
14000000.00,30443277.00
20000000.00,30491379.00
1650000.00,30500000.00
40000000.00,30576502.00
25530000.00,30593313.00
26000000.00,30601801.00
75000000.00,30626690.00
14000000.00,30628981.00
10000000.00,30629507.00
20000000.00,30703845.00
22500000.00,30719170.00
20000000.00,30808558.00
15000000.00,30857000.00
22500000.00,30864649.00
31000000.00,30885781.00
20000000.00,30894247.00
30000000.00,30962112.00
16000000.00,30987695.00
22000000.00,31013349.00
3400000.00,31063038.00
15000000.00,31070412.00
45000000.00,31077418.00
5000000.00,31149251.00
27500000.00,31157914.00
10000000.00,31164747.00
12000000.00,31222395.00
12000000.00,31286759.00
28000000.00,31320293.00
50000000.00,31333917.00
10700000.00,31341183.00
28000000.00,31390587.00
35000000.00,31393201.00
2700000.00,31517561.00
10000000.00,31556959.00
500000.00,31559560.00
25000000.00,31635150.00
40000000.00,31670620.00
11000000.00,31672000.00
20000000.00,31678778.00
45000000.00,31681811.00
6000000.00,31716953.00
27000000.00,31770413.00
40000000.00,31835600.00
35000000.00,31878891.00
6500000.00,31899000.00
16000000.00,31943401.00
34000000.00,32014993.00
40000000.00,32030610.00
20000000.00,32051917.00
3300000.00,32059295.00
25000000.00,32092761.00
10000000.00,32100816.00
25000000.00,32209741.00
8500000.00,32222567.00
25000000.00,32223424.00
12000000.00,32248241.00
2500000.00,32327255.00
13000000.00,32382381.00
10000000.00,32430721.00
18500000.00,32531759.00
10750000.00,32575443.00
19000000.00,32618920.00
20000000.00,32632668.00
3000000.00,32653000.00
24000000.00,32662299.00
18500000.00,32679264.00
12000000.00,32700439.00
35000000.00,32738814.00
20000000.00,32838945.00
11000000.00,32943247.00
45000000.00,32952995.00
30000000.00,32955399.00
8600000.00,32968648.00
2600000.00,32980880.00
60000000.00,32983332.00
10000000.00,33000000.00
28000000.00,33000377.00
29000000.00,33013805.00
13500000.00,33035736.00
13000000.00,33069303.00
70000000.00,33076815.00
15000000.00,33118854.00
28000000.00,33139618.00
40000000.00,33175076.00
26000000.00,33200000.00
24000000.00,33208099.00
3000000.00,33300000.00
30000000.00,33339868.00
2500000.00,33349941.00
5800000.00,33395426.00
3200000.00,33395426.00
35000000.00,33422485.00
35000000.00,33422806.00
12500000.00,33436931.00
65000000.00,33447612.00
68000000.00,33462011.00
80000000.00,33463969.00
500000.00,33473297.00
3300000.00,33474334.00
35000000.00,33500620.00
15000000.00,33508485.00
10000000.00,33512260.00
10000000.00,33526835.00
7500000.00,33606409.00
5000000.00,33649881.00
26000000.00,33713827.00
2777000.00,33754967.00
22000000.00,33762400.00
35000000.00,33771965.00
10000000.00,33886017.00
18000000.00,33907844.00
4200000.00,33913542.00
20000000.00,33943049.00
18500000.00,33954018.00
60000000.00,33956608.00
3500000.00,34004262.00
75000000.00,34009180.00
14000000.00,34044909.00
55000000.00,34105207.00
3250000.00,34114067.00
13000000.00,34166572.00
4833610.00,34175000.00
10000000.00,34240572.00
26000000.00,34246770.00
15000000.00,34247816.00
50000000.00,34301950.00
19000000.00,34352162.00
10000000.00,34364995.00
10600000.00,34409206.00
40000000.00,34416893.00
6000000.00,34449356.00
20000000.00,34454631.00
35000000.00,34480045.00
15000000.00,34499204.00
600000.00,34505110.00
15000000.00,34533783.00
2500000.00,34557416.00
15000000.00,34562222.00
9000000.00,34572780.00
20000000.00,34600000.00
50000000.00,34645374.00
45000000.00,34668249.00
14000000.00,34700000.00
20000000.00,34718173.00
14000000.00,34729091.00
20000000.00,34787111.00
50000000.00,34806726.00
15000000.00,34820335.00
5000000.00,34872033.00
8000000.00,34873513.00
13000000.00,34916128.00
15000000.00,35007180.00
10000000.00,35073978.00
15000000.00,35106706.00
7250000.00,35122948.00
76000000.00,35129610.00
2000000.00,35185884.00
40000000.00,35195939.00
60000000.00,35319689.00
5000000.00,35341814.00
22000000.00,35409686.00
70000000.00,35417162.00
35000000.00,35426759.00
20000000.00,35450113.00
20000000.00,35472739.00
30000000.00,35579007.00
14000000.00,35579177.00
45000000.00,35627222.00
85000000.00,35681080.00
24000000.00,35792945.00
7000000.00,35795319.00
12000000.00,35830713.00
20000000.00,35841901.00
14000000.00,35856053.00
30000000.00,35869934.00
30000000.00,35891257.00
25000000.00,35990505.00
4000000.00,36000000.00
5000000.00,36000000.00
10000000.00,36000000.00
2500000.00,36028802.00
30000000.00,36040895.00
9000000.00,36049108.00
25000000.00,36054706.00
15000000.00,36068890.00
18000000.00,36133014.00
4400000.00,36145695.00
7000000.00,36146087.00
42000000.00,36197221.00
10000000.00,36230219.00
7500000.00,36238752.00
13000000.00,36262783.00
20000000.00,36265745.00
4000000.00,36275469.00
32000000.00,36299670.00
23000000.00,36374700.00
45000000.00,36404841.00
17500000.00,36521223.00
9000000.00,36535837.00
5500000.00,36665191.00
25000000.00,36682170.00
2250000.00,36690067.00
20000000.00,36720752.00
30000000.00,36722311.00
1200000.00,36741667.00
75000000.00,36751979.00
4600000.00,36751984.00
9700000.00,36787044.00
25000000.00,36833473.00
60000000.00,36850101.00
24000000.00,36856306.00
21000000.00,36882378.00
18000000.00,37048526.00
35000000.00,37066129.00
20000000.00,37226218.00
72000000.00,37306334.00
6200000.00,37339594.00
12000000.00,37400000.00
10000000.00,37402877.00
15000000.00,37466538.00
50000000.00,37472651.00
10000000.00,37493221.00
20000000.00,37537675.00
12000000.00,37584304.00
1000000.00,37600000.00
15000000.00,37659652.00
20000000.00,37672944.00
40000000.00,37750754.00
2700000.00,37799643.00
5900000.00,37831658.00
47000000.00,37923818.00
39000000.00,37956589.00
21000000.00,38017873.00
17000000.00,38028230.00
10000000.00,38067218.00
40000000.00,38087756.00
25000000.00,38112154.00
22700000.00,38119483.00
30000000.00,38122000.00
7000000.00,38158601.00
28000000.00,38159905.00
20000000.00,38164784.00
40000000.00,38172500.00
3000000.00,38236338.00
4000000.00,38251425.00
65000000.00,38253433.00
35200000.00,38283765.00
57000000.00,38329114.00
25000000.00,38351350.00
10000000.00,38364855.00
60000000.00,38389024.00
30000000.00,38462071.00
15000000.00,38512850.00
55000000.00,38564422.00
15000000.00,38574362.00
20000000.00,38585047.00
50000000.00,38590458.00
23000000.00,38684906.00
25000000.00,38718031.00
30000000.00,38747385.00
25000000.00,38749404.00
31500000.00,38771262.00
26000000.00,38788828.00
40000000.00,38899792.00
28000000.00,38959900.00
13000000.00,38976797.00
70000000.00,38992292.00
60000000.00,39006188.00
12000000.00,39012241.00
65000000.00,39017984.00
15000000.00,39100956.00
25000000.00,39126427.00
28000000.00,39134983.00
25000000.00,39217912.00
17000000.00,39233233.00
60000000.00,39235486.00
15000000.00,39238443.00
6000000.00,39241323.00
75000000.00,39251128.00
21000000.00,39319801.00
35000000.00,39340177.00
28000000.00,39360491.00
4300000.00,39374600.00
16500000.00,39380876.00
25000000.00,39393111.00
32000000.00,39498360.00
65000000.00,39499349.00
150000000.00,39549758.00
13300000.00,39686345.00
20000000.00,39686769.00
5000000.00,39723096.00
40000000.00,39753957.00
50000000.00,39778599.00
6000000.00,39846344.00
11000000.00,39984023.00
7500000.00,40016662.00
24000000.00,40020622.00
10000000.00,40055439.00
4000000.00,40103262.00
50000000.00,40119848.00
62000000.00,40123346.00
15000000.00,40127259.00
80000000.00,40147042.00
7000000.00,40157856.00
15000000.00,40283321.00
25000000.00,40287017.00
5000000.00,40311842.00
39000000.00,40319440.00
16000000.00,40363530.00
40000000.00,40435694.00
3500000.00,40454520.00
10000000.00,40485039.00
30000000.00,40520649.00
3500000.00,40527719.00
25000000.00,40686409.00
25000000.00,40796145.00
15000000.00,40862054.00
28000000.00,40966716.00
10000000.00,41004412.00
20000000.00,41015970.00
50000000.00,41042583.00
26000000.00,41059418.00
25000000.00,41076865.00
18000000.00,41148679.00
2200000.00,41158757.00
42000000.00,41267469.00
5500000.00,41268579.00
40000000.00,41294674.00
20000000.00,41296320.00
18000000.00,41300105.00
8000000.00,41334735.00
20000000.00,41342180.00
58000000.00,41348628.00
18000000.00,41382841.00
6900000.00,41410568.00
30000000.00,41457834.00
45000000.00,41467606.00
50000000.00,41476097.00
33000000.00,41495213.00
25000000.00,41560117.00
65000000.00,41636243.00
50000000.00,41642166.00
35000000.00,41666476.00
5000000.00,41699612.00
12000000.00,41744718.00
100000.00,41753881.00
22000000.00,41771168.00
24000000.00,41798224.00
5000000.00,41824066.00
5000000.00,41833347.00
25000000.00,41921590.00
12000000.00,41924774.00
20000000.00,41975388.00
50000000.00,41982227.00
6000000.00,42000000.00
50000000.00,42002029.00
35000000.00,42064105.00
18000000.00,42067430.00
1700000.00,42137871.00
17000000.00,42141196.00
18000000.00,42167286.00
13000000.00,42174545.00
13000000.00,42195766.00
10000000.00,42226657.00
21000000.00,42273609.00
8470000.00,42355526.00
8000000.00,42376425.00
1000000.00,42411721.00
6500000.00,42488161.00
50000000.00,42598498.00
25000000.00,42642077.00
10000000.00,42776032.00
30000000.00,42799060.00
5000000.00,42844516.00
8000000.00,43000000.00
5700000.00,43044087.00
16000000.00,43057552.00
15000000.00,43111725.00
12000000.00,43281552.00
18000000.00,43308707.00
20000000.00,43326383.00
45000000.00,43343247.00
12000000.00,43353117.00
18000000.00,43402515.00
30000000.00,43440721.00
7500000.00,43492389.00
8500000.00,43528634.00
25000000.00,43530281.00
65000000.00,43545364.00
32000000.00,43603990.00
27500000.00,43607627.00
21000000.00,43632609.00
20000000.00,43658157.00
6000000.00,43700000.00
21000000.00,43728560.00
4000000.00,43766463.00
36000000.00,43797731.00
16500000.00,43848100.00
12000000.00,43924923.00
21000000.00,43928932.00
10000000.00,43948865.00
78000000.00,43957541.00
55000000.00,43980363.00
25000000.00,43988888.00
12500000.00,44083403.00
6900000.00,44103982.00
5000000.00,44115496.00
23000000.00,44195779.00
9000000.00,44196684.00
12000000.00,44200000.00
29000000.00,44267641.00
27000000.00,44270131.00
27000000.00,44342956.00
40000000.00,44383030.00
19000000.00,44391156.00
15000000.00,44400000.00
38000000.00,44411527.00
10000000.00,44451470.00
20000000.00,44513466.00
10000000.00,44567606.00
85000000.00,44650003.00
13000000.00,44726644.00
3600000.00,44785053.00
500000.00,44793168.00
5000000.00,44793222.00
20000000.00,44821299.00
25000000.00,44942821.00
40000000.00,44948240.00
25000.00,45000000.00
19000000.00,45005151.00
26000000.00,45043870.00
43000000.00,45095823.00
23000000.00,45121177.00
27000000.00,45160110.00
22000000.00,45273464.00
16000000.00,45284974.00
17000000.00,45312217.00
29000000.00,45336404.00
12500000.00,45557491.00
35000000.00,45680201.00
42000000.00,45688337.00
17000000.00,45707924.00
21000000.00,45785720.00
30000000.00,45892212.00
40000000.00,45916769.00
10000000.00,45921140.00
11000000.00,46060915.00
50000000.00,46112640.00
400000.00,46122713.00
20000000.00,46164361.00
40000000.00,46176322.00
15000000.00,46189568.00
30000000.00,46225326.00
5000000.00,46263525.00
35000000.00,46309644.00
12500000.00,46370970.00
15000000.00,46526243.00
45000000.00,46598133.00
20000000.00,46604054.00
6000000.00,46634275.00
40000000.00,46666955.00
12000000.00,46730578.00
28000000.00,46752858.00
25000000.00,46777347.00
20000000.00,46790428.00
51000000.00,46815807.00
15000000.00,47011449.00
40000000.00,47085064.00
18000000.00,47158652.00
15000000.00,47175038.00
55000000.00,47213095.00
33000000.00,47267829.00
7000000.00,47289758.00
20000000.00,47300771.00
56000000.00,47313824.00
60000000.00,47371191.00
52000000.00,47407635.00
8500000.00,47417251.00
20000000.00,47508505.00
20000000.00,47666013.00
16000000.00,47707417.00
15000000.00,47721314.00
18975000.00,47751015.00
8000000.00,47782426.00
40000000.00,47787943.00
60000000.00,47818913.00
20000000.00,47881663.00
30000000.00,47902566.00
4500000.00,47923795.00
30000000.00,48048527.00
85000000.00,48056764.00
65000000.00,48164150.00
50000000.00,48169156.00
35000000.00,48169910.00
70000000.00,48197252.00
30000000.00,48330757.00
32500000.00,48425971.00
37000000.00,48446802.00
44000000.00,48478084.00
25000000.00,48530887.00
23000000.00,48531242.00
35000000.00,48543388.00
30000000.00,48559999.00
45000000.00,48563556.00
2800000.00,48570885.00
60000000.00,48585416.00
20000000.00,48680977.00
20000000.00,48958353.00
21000000.00,48977233.00
43000000.00,49037621.00
50000000.00,49105766.00
6000000.00,49155371.00
12700000.00,49196532.00
60000000.00,49238525.00
13000000.00,49369899.00
60000000.00,49473093.00
10000000.00,49486874.00
45000000.00,49610898.00
120000000.00,49628177.00
40000000.00,49686263.00
70000000.00,49730854.00
13000000.00,49733545.00
11000000.00,49793054.00
4000000.00,49800000.00
20000000.00,49823037.00
40000000.00,49851591.00
19000000.00,49858465.00
15000000.00,49894223.00
7000000.00,49924079.00
50000000.00,49928680.00
15000000.00,50000000.00
33500000.00,50000000.00
15000000.00,50003303.00
50000000.00,50054511.00
50000000.00,50068310.00
40000000.00,50071069.00
10000000.00,50100000.00
16000000.00,50103808.00
30000000.00,50145607.00
36000000.00,50159144.00
73000000.00,50168294.00
53000000.00,50187789.00
48000000.00,50315140.00
8500000.00,50334418.00
35000000.00,50363790.00
58000000.00,50365498.00
75000000.00,50409753.00
13000000.00,50445860.00
5500000.00,50458356.00
16000000.00,50517763.00
27500000.00,50578411.00
80000000.00,50632037.00
60000000.00,50648806.00
25000000.00,50692188.00
54000000.00,50719373.00
25000000.00,50738810.00
10000000.00,50752337.00
26000000.00,50800000.00
8000000.00,50811858.00
23000000.00,50813834.00
8300000.00,50827466.00
20000000.00,50948811.00
38000000.00,50970660.00
30000000.00,51041856.00
30000000.00,51078541.00
7000000.00,51204567.00
30000000.00,51327406.00
20000000.00,51445503.00
30000000.00,51618420.00
22000000.00,51695362.00
25000000.00,51702929.00
19000000.00,51733921.00
40000000.00,51867723.00
18000000.00,51973029.00
21000000.00,52037603.00
15000000.00,52189039.00
12000000.00,52223306.00
8000000.00,52287414.00
10000000.00,52293000.00
6000000.00,52302978.00
30000000.00,52339566.00
25000000.00,52427346.00
15000000.00,52461017.00
15000000.00,52501541.00
25000000.00,52543354.00
16000000.00,52545707.00
180000000.00,52573132.00
35000000.00,52649951.00
1000000.00,52769915.00
4000000.00,52819253.00
30000000.00,52880016.00
11000000.00,52929168.00
50000000.00,52987754.00
30000000.00,53048539.00
8000000.00,53068955.00
52000000.00,53139168.00
23000000.00,53182088.00
20000000.00,53191101.00
31000000.00,53208180.00
35000000.00,53293628.00
25000000.00,53345287.00
13000000.00,53424681.00
35000000.00,53425292.00
80000000.00,53508858.00
30000000.00,53572822.00
16000000.00,53774833.00
50000000.00,53850527.00
40000000.00,53864342.00
55000000.00,53913573.00
20000000.00,53976987.00
16000000.00,53977250.00
29000000.00,54045832.00
30000000.00,54052249.00
10000000.00,54104225.00
53000000.00,54207112.00
6500000.00,54215416.00
70000000.00,54243125.00
16000000.00,54294169.00
13200000.00,54323210.00
75000000.00,54344321.00
26000000.00,54393637.00
20000000.00,54404202.00
33000000.00,54533774.00
80000000.00,54540662.00
70000000.00,54612337.00
72000000.00,54616869.00
35000000.00,54768418.00
13000000.00,54837234.00
45000000.00,54855235.00
60000000.00,54994757.00
1500000.00,55000000.00
17000000.00,55041738.00
25000000.00,55090374.00
3000000.00,55193251.00
40000000.00,55247881.00
40000000.00,55249159.00
25000000.00,55279608.00
28000000.00,55307857.00
50000000.00,55348693.00
25000000.00,55443032.00
50000000.00,55489826.00
27000000.00,55495466.00
500000.00,55518641.00
15000000.00,55534455.00
20000000.00,55576699.00
7000000.00,55617866.00
15000000.00,55669466.00
20000000.00,55686944.00
40000000.00,55696705.00
22000000.00,55762229.00
1500000.00,55800987.00
45000000.00,55842724.00
37000000.00,55909910.00
15000000.00,55934178.00
20000000.00,55975672.00
25000000.00,56042592.00
50000000.00,56077088.00
12000000.00,56131239.00
11000000.00,56178935.00
6500000.00,56200634.00
42000000.00,56331864.00
20000000.00,56398162.00
65000000.00,56409722.00
25000000.00,56434942.00
42000000.00,56438555.00
19000000.00,56445534.00
25000000.00,56505065.00
16000000.00,56506120.00
7000000.00,56586901.00
13700000.00,56598476.00
50000000.00,56643267.00
60000000.00,56709981.00
11000000.00,56758138.00
20000000.00,56822960.00
35000000.00,56968169.00
12000000.00,57000000.00
7000000.00,57051053.00
13000000.00,57189408.00
18000000.00,57193655.00
27000000.00,57229890.00
50000000.00,57261763.00
17000000.00,57263440.00
4000000.00,57273049.00
20000000.00,57293371.00
13000000.00,57300000.00
45000000.00,57362581.00
5500000.00,57467731.00
11500000.00,57469179.00
18000000.00,57490024.00
22000000.00,57520063.00
12000000.00,57577765.00
15000000.00,57586606.00
60000000.00,57604723.00
38000000.00,57753825.00
36000000.00,57824533.00
42000000.00,57850343.00
15000000.00,57907734.00
38600000.00,57987299.00
16500000.00,58011485.00
57500000.00,58085235.00
30000000.00,58228460.00
25000000.00,58240458.00
3000000.00,58240487.00
40000000.00,58250151.00
80000000.00,58270391.00
38000000.00,58394308.00
35000000.00,58405313.00
40000000.00,58501127.00
65000000.00,58545540.00
19000000.00,58571513.00
45000000.00,58617334.00
37500000.00,58792011.00
23000000.00,58807172.00
6000000.00,58809149.00
40000000.00,58855732.00
10000000.00,58939035.00
70000000.00,58953319.00
5000000.00,58978653.00
15000000.00,59168692.00
25000000.00,59183821.00
58000000.00,59431365.00
32000000.00,59450353.00
45000000.00,59551283.00
1000000.00,59567035.00
20000000.00,59667625.00
9500000.00,59675307.00
550000.00,59754601.00
40000000.00,59795070.00
100000000.00,59918422.00
2500000.00,59922558.00
39000000.00,59950623.00
12000000.00,60000000.00
9400000.00,60000000.00
55000000.00,60209334.00
18000000.00,60217171.00
18000000.00,60264805.00
68000000.00,60265197.00
70000000.00,60279822.00
50000000.00,60282876.00
35000000.00,60376247.00
13000000.00,60414025.00
42000000.00,60437727.00
80000000.00,60507228.00
30000000.00,60512680.00
27000000.00,60527873.00
5000000.00,60611845.00
77600000.00,60680125.00
25000000.00,60694737.00
30000000.00,60772856.00
28000000.00,60780981.00
20000000.00,60831067.00
40000000.00,60862471.00
17500000.00,60865364.00
70000000.00,61031932.00
35000000.00,61173364.00
26000000.00,61308153.00
15000000.00,61400000.00
30000000.00,61449135.00
45000000.00,61475984.00
32000000.00,61477797.00
30000000.00,61623819.00
20000000.00,61680792.00
125000000.00,61681268.00
125000000.00,61698899.00
35000000.00,61721826.00
15000000.00,61788393.00
38000000.00,61894591.00
30000000.00,61950770.00
33000000.00,62020814.00
43000000.00,62063972.00
11000000.00,62076141.00
57000000.00,62097495.00
28000000.00,62108587.00
72000000.00,62176754.00
50000000.00,62209892.00
40000000.00,62226214.00
15000000.00,62401343.00
30000000.00,62432423.00
13000000.00,62452927.00
12000000.00,62500000.00
4000000.00,62546695.00
1000000.00,62561449.00
8000000.00,62599495.00
18000000.00,62646763.00
65000000.00,62761005.00
34800000.00,62831715.00
50000000.00,62967368.00
24000000.00,62989834.00
43000000.00,63078756.00
12000000.00,63118386.00
28000000.00,63129909.00
64000000.00,63200000.00
35000000.00,63211088.00
10000000.00,63320521.00
10000000.00,63354114.00
90000000.00,63356133.00
55000000.00,63408614.00
10000000.00,63465522.00
26000000.00,63489752.00
55000000.00,63537164.00
53000000.00,63657941.00
15000000.00,63706632.00
1150000.00,63777092.00
42000000.00,63781100.00
34000000.00,63802928.00
15000000.00,63954968.00
30000000.00,64170447.00
22000000.00,64171419.00
35000000.00,64188387.00
15000000.00,64232714.00
5000000.00,64240813.00
15000000.00,64252038.00
30000000.00,64352607.00
28000000.00,64474705.00
50000000.00,64477051.00
25000000.00,64594061.00
16000000.00,64733391.00
35000000.00,65063726.00
35000000.00,65084116.00
19000000.00,65090541.00
30000000.00,65121280.00
15000000.00,65261291.00
40000000.00,65282732.00
35000000.00,65303052.00
30000000.00,65343694.00
30000000.00,65390493.00
70000000.00,65409046.00
20000000.00,65454793.00
45000000.00,65532491.00
12000000.00,65532576.00
45000000.00,65595141.00
95000000.00,65700000.00
26000000.00,65705772.00
90000000.00,65716126.00
40000000.00,65754228.00
18000000.00,65842412.00
36000000.00,65967750.00
25000000.00,66015869.00
20000000.00,66143005.00
54000000.00,66520529.00
80000000.00,66554547.00
60000000.00,66655938.00
30000000.00,66742138.00
20000000.00,66776908.00
42000000.00,66787173.00
45000000.00,66790248.00
85000000.00,66941559.00
20000000.00,66950887.00
50000000.00,66961644.00
37000000.00,67029956.00
55000000.00,67130045.00
15000000.00,67182787.00
20000000.00,67192859.00
15000000.00,67215435.00
30000000.00,67255916.00
60000000.00,67312826.00
24000000.00,67348218.00
26000000.00,67647574.00
18000000.00,67683989.00
50000000.00,67823573.00
13000000.00,67867998.00
20000000.00,67950723.00
31000000.00,68079671.00
35000000.00,68170792.00
10000000.00,68220952.00
60000000.00,68336997.00
20000000.00,68349884.00
3000000.00,68452128.00
19000000.00,68467960.00
10000000.00,68541786.00
16000000.00,68582095.00
26000000.00,68613992.00
8500000.00,68695443.00
10500000.00,68700000.00
35000000.00,68712365.00
10000000.00,68722848.00
8000000.00,68838736.00
30000000.00,69057415.00
80000000.00,69131860.00
70000000.00,69157016.00
28000000.00,69290699.00
50000000.00,69411370.00
50000000.00,69425966.00
39000000.00,69538833.00
100000000.00,69548641.00
65000000.00,69688384.00
22000000.00,69698495.00
20500000.00,69701637.00
11000000.00,69752402.00
55000000.00,69759296.00
40000000.00,69807260.00
12800000.00,69821476.00
12500000.00,69826708.00
76000000.00,69845011.00
15000000.00,69847348.00
15000000.00,69995385.00
325000.00,70000000.00
14000000.00,70001698.00
24000000.00,70027933.00
35000000.00,70064800.00
19000000.00,70164105.00
1800000.00,70165900.00
35000000.00,70187088.00
30000000.00,70200000.00
45000000.00,70216497.00
25000000.00,70326393.00
17000000.00,70355813.00
22000000.00,70536870.00
70000000.00,70546865.00
32000000.00,70587268.00
55000000.00,70692101.00
6500000.00,70712099.00
20000000.00,70743839.00
30000000.00,70768144.00
40000000.00,70836296.00
14600000.00,70906973.00
48000000.00,70937778.00
22000000.00,70949793.00
42000000.00,71000000.00
49000000.00,71004627.00
25000000.00,71009334.00
50000000.00,71052604.00
60000000.00,71073932.00
48000000.00,71171825.00
30000000.00,71172251.00
55000000.00,71189835.00
20000000.00,71232214.00
25000000.00,71390601.00
28000000.00,71430876.00
80000000.00,71485043.00
75000000.00,71523271.00
3100000.00,71558971.00
25000000.00,71594792.00
60000000.00,71719931.00
40000000.00,71743823.00
72500000.00,71880305.00
110000000.00,72004159.00
17000000.00,72070955.00
40000000.00,72295262.00
45000000.00,72359917.00
65000000.00,72516819.00
14000000.00,72571864.00
49000000.00,72689126.00
20000000.00,72703462.00
75000000.00,72785169.00
17000000.00,72835710.00
15000000.00,73000000.00
35000000.00,73026302.00
13000000.00,73180297.00
20000000.00,73206343.00
42000000.00,73239258.00
15000000.00,73326666.00
28000000.00,73421224.00
75000000.00,73521587.00
18000000.00,73695194.00
13000000.00,73798720.00
27000000.00,73826768.00
38000000.00,73956241.00
20000000.00,73964713.00
3000000.00,73975239.00
11000000.00,74056184.00
85000000.00,74132631.00
40000000.00,74156610.00
20000000.00,74180745.00
21500000.00,74326015.00
12000000.00,74433837.00
55000000.00,74545591.00
5600000.00,74566042.00
65000000.00,74575290.00
12000000.00,74727492.00
30000000.00,74787599.00
55000000.00,74870866.00
35000000.00,75281179.00
40000000.00,75389090.00
55000000.00,75466595.00
40000000.00,75505856.00
14000000.00,75525718.00
68000000.00,75685268.00
8500000.00,75740479.00
26000000.00,75763814.00
11000000.00,75803716.00
52000000.00,75835124.00
45000000.00,75854588.00
33000000.00,75909673.00
60000000.00,75965567.00
19000000.00,76086711.00
50000000.00,76119388.00
8000000.00,76200721.00
30000000.00,76235001.00
25000000.00,76270454.00
42500000.00,76347393.00
138000000.00,76416746.00
110000000.00,76482461.00
8000000.00,76657000.00
45000000.00,76665507.00
45000000.00,76904429.00
15000000.00,76954311.00
12000000.00,77063461.00
18000000.00,77147031.00
25000000.00,77208711.00
35000000.00,77220596.00
68000000.00,77224232.00
22000000.00,77229695.00
35000000.00,77392139.00
28000000.00,77477297.00
15000000.00,77514401.00
48000000.00,77562568.00
32000000.00,77593167.00
115000000.00,77628265.00
18000000.00,77635035.00
75000000.00,77636443.00
23000000.00,77735925.00
6400000.00,78019031.00
15000000.00,78054825.00
60000000.00,78080697.00
10000000.00,78096553.00
16000000.00,78208812.00
40000000.00,78269970.00
85000000.00,78353508.00
11000000.00,78356170.00
60000000.00,78481410.00
30000000.00,78571737.00
20000000.00,78613981.00
29000000.00,78652395.00
25000000.00,78656813.00
10000000.00,78693371.00
24000000.00,78714211.00
20000000.00,78769428.00
2000000.00,78900000.00
85000000.00,78948765.00
130000000.00,79076678.00
20000000.00,79114085.00
4000000.00,79250193.00
5000000.00,79282312.00
55000000.00,79312301.00
6400000.00,79384539.00
45000000.00,79564960.00
12000000.00,79817937.00
32000000.00,79915361.00
33000000.00,79958599.00
13500000.00,80000000.00
8200000.00,80000000.00
43000000.00,80013623.00
23000000.00,80171596.00
18000000.00,80227619.00
30000000.00,80276156.00
50000000.00,80369970.00
58000000.00,80480566.00
22000000.00,80491516.00
9000000.00,80500000.00
50000000.00,80583311.00
45000000.00,80594860.00
27000000.00,80681183.00
60000000.00,80767884.00
85000000.00,80831893.00
60000000.00,81079566.00
39000000.00,81150788.00
2000000.00,81197047.00
4500000.00,81198894.00
11000000.00,81204830.00
25000000.00,81249176.00
31500000.00,81250488.00
26000000.00,81275291.00
20000000.00,81424988.00
21000000.00,81452811.00
20000000.00,81461343.00
30000000.00,81529000.00
3500000.00,81600000.00
30000000.00,81613606.00
16000000.00,81742618.00
9000000.00,81831866.00
35000000.00,81967450.00
12300000.00,81972846.00
8000000.00,82000000.00
100000000.00,82145379.00
30000000.00,82148538.00
60000000.00,82150183.00
25000000.00,82150642.00
28000000.00,82183683.00
4800000.00,82241110.00
32000000.00,82332450.00
32000000.00,82339483.00
30000000.00,82409520.00
12000000.00,82497035.00
50000000.00,82751189.00
60000000.00,82812456.00
14000000.00,82925064.00
8000000.00,82955633.00
25000000.00,82991460.00
50000000.00,83034523.00
9000000.00,83051676.00
85000000.00,83080084.00
11000000.00,83088295.00
35000000.00,83109359.00
35000000.00,83226569.00
30000000.00,83282296.00
50000000.00,83306268.00
2280000.00,83320000.00
3500000.00,83453539.00
5500000.00,83529758.00
24000000.00,83531958.00
10000000.00,83593107.00
24000000.00,83660160.00
16500000.00,83792062.00
42000000.00,83833602.00
60000000.00,84154026.00
35000000.00,84606030.00
30000000.00,84646831.00
12000000.00,84970337.00
137000000.00,85131830.00
20000000.00,85146165.00
11000000.00,85278712.00
10000000.00,85300000.00
36000000.00,85315070.00
12000000.00,85512300.00
24000000.00,85527867.00
75000000.00,85632458.00
35000000.00,85761789.00
35000000.00,85911226.00
5700000.00,86051320.00
2800000.00,86300000.00
25500000.00,86301599.00
5000000.00,86362372.00
72500000.00,86509602.00
48000000.00,86607223.00
